entry_time,direction,entry,stop,target,exit_price,exit_time,outcome,r_multiple,pnl,confidence,zone_type
2020-10-08 13:55:00,short,1896.008,1898.8096,1890.088,1890.088,2020-10-08 14:00:00,win,2.1130782410051605,105.653912050258,1,CISD
2020-10-09 12:00:00,short,1914.665,1914.794907142857,1914.158,1914.794907142857,2020-10-09 12:05:00,loss,-1.0,-101.05653912050259,5,CISD+BKR
2020-10-16 09:30:00,short,1908.055,1909.1140500000001,1904.788,1909.1140500000001,2020-10-16 10:25:00,loss,-1.0,-50.022986864648786,1,CISD
2020-10-16 12:55:00,short,1907.105,1907.31005,1905.758,1907.31005,2020-10-16 13:00:00,loss,-1.0,-49.772871930325536,4,CISD+IFVG
2020-10-19 13:45:00,short,1909.765,1909.965792857143,1908.965,1908.965,2020-10-19 13:50:00,win,3.984205471167634,394.62764383445267,5,CISD+BKR
2020-10-20 12:00:00,short,1902.668,1904.2812642857143,1896.878,1904.2812642857143,2020-10-20 12:35:00,loss,-1.0,-102.99429157969234,5,CISD+BKR
2020-10-27 07:10:00,short,1906.258,1906.8653357142857,1904.495,1904.495,2020-10-27 07:25:00,win,2.9028426264602265,147.99322884040424,1,CISD
2020-11-03 14:45:00,short,1903.035,1904.3087357142856,1899.608,1904.3087357142856,2020-11-03 15:00:00,loss,-1.0,-51.722140476149725,1,CISD
2020-11-04 14:35:00,short,1902.768,1907.277957142857,1887.408,1907.277957142857,2020-11-04 15:25:00,loss,-1.0,-51.46352977376898,1,CISD
2020-11-06 08:55:00,short,1945.465,1946.8542214285712,1941.995,1946.8542214285712,2020-11-06 09:25:00,loss,-1.0,-51.206212124900134,1,CISD
2020-11-06 14:30:00,short,1948.988,1954.9164071428572,1935.468,1954.9164071428572,2020-11-06 19:10:00,loss,-1.0,-50.950181064275625,5,CISD+BKR
2020-11-10 07:35:00,short,1884.548,1884.8831,1883.745,1884.8831,2020-11-10 07:40:00,loss,-1.0,-101.3908603179085,5,CISD+BKR
2020-11-10 13:10:00,short,1877.158,1877.944407142857,1875.265,1877.944407142857,2020-11-10 13:15:00,loss,-1.0,-50.188475857364715,1,CISD
2020-11-12 08:20:00,short,1865.408,1866.5966857142857,1862.588,1866.5966857142857,2020-11-12 08:40:00,loss,-1.0,-49.93753347807789,1,CISD
2020-11-19 13:30:00,short,1858.428,1858.7276,1857.45,1857.45,2020-11-19 13:35:00,win,3.264352469962044,162.19864219921092,1,CISD
2020-11-23 08:30:00,short,1872.488,1873.1483714285714,1870.385,1870.385,2020-11-23 08:35:00,win,3.1845714532951503,160.8171611730006,1,CISD
2020-12-02 13:45:00,short,1814.718,1817.1930642857142,1807.405,1817.1930642857142,2020-12-02 14:00:00,loss,-1.0,-51.30292482754856,1,CISD
2020-12-03 13:10:00,short,1838.648,1838.6171214285714,1837.725,1838.6171214285714,2020-12-03 13:15:00,loss,1.0,102.09282040682163,5,CISD+BKR
2020-12-04 07:55:00,short,1840.028,1840.4795428571429,1838.865,1838.865,2020-12-04 08:00:00,win,2.5756137686662814,132.7905953305008,2,CISD+zone
2020-12-10 08:45:00,short,1834.738,1835.7693,1825.363,1835.7693,2020-12-10 10:50:00,loss,-1.0,-52.220827282097446,1,CISD
2020-12-10 12:00:00,short,1834.078,1834.853257142857,1831.195,1834.853257142857,2020-12-10 12:10:00,loss,-1.0,-51.95972314568695,1,CISD
2020-12-11 07:25:00,short,1833.745,1834.5387071428572,1828.528,1834.5387071428572,2020-12-11 08:00:00,loss,-1.0,-51.699924529958516,1,CISD
2020-12-14 08:15:00,short,1830.338,1832.7800857142856,1823.843,1823.843,2020-12-14 10:25:00,win,2.659611807237379,136.81422106459328,1,CISD
2020-12-16 13:30:00,short,1854.468,1854.4535214285715,1850.848,1854.4535214285715,2020-12-16 13:40:00,loss,1.0,52.125496012631686,3,CISD+FVG
2020-12-22 14:45:00,short,1873.865,1874.8509999999999,1870.958,1874.8509999999999,2020-12-22 14:50:00,loss,-1.0,-52.38612349269484,2,CISD+zone
2021-01-07 07:40:00,short,1921.485,1922.6992571428573,1918.898,1918.898,2021-01-07 08:00:00,win,2.130520718134124,111.05167283669951,1,CISD
2021-01-08 13:25:00,short,1885.818,1885.6799357142856,1885.426,1885.426,2021-01-08 13:30:00,win,2.839257074860961,149.57050463130167,2,CISD+zone
2021-01-12 13:15:00,short,1856.588,1859.1813857142856,1841.162,1841.162,2021-01-12 14:05:00,win,5.948208905071793,317.79676401450274,1,CISD
2021-01-18 09:45:00,short,1830.925,1831.3078785714285,1829.838,1831.3078785714285,2021-01-18 09:55:00,loss,-1.0,-55.0162875826439,1,CISD
2021-01-18 14:55:00,short,1834.478,1834.8027857142856,1833.328,1833.328,2021-01-18 15:00:00,win,3.540796129318063,193.82745083146452,2,CISD+zone
2021-01-20 09:50:00,short,1854.864,1855.1640357142855,1853.778,1853.778,2021-01-20 10:05:00,win,3.619569098919258,403.2948749135909,5,CISD+BKR
2021-01-26 09:30:00,short,1852.835,1853.4764857142857,1850.162,1853.4764857142857,2021-01-26 09:50:00,loss,-1.0,-57.72681777345595,1,CISD
2021-02-01 07:55:00,short,1861.615,1863.2543071428572,1856.985,1863.2543071428572,2021-02-01 08:05:00,loss,-1.0,-114.87636736917733,5,CISD+BKR
2021-02-02 07:10:00,short,1853.045,1854.7620214285714,1848.892,1848.892,2021-02-02 07:25:00,win,2.4187234538217424,137.53781120260757,1,CISD
2021-02-02 13:00:00,short,1842.23,1843.4255428571428,1839.015,1843.4255428571428,2021-02-02 13:10:00,loss,-1.0,-57.55149090375581,1,CISD
2021-02-03 09:00:00,short,1834.075,1834.4729071428571,1829.317,1834.4729071428571,2021-02-03 09:10:00,loss,-1.0,-57.26373344923704,1,CISD
2021-02-04 09:00:00,short,1819.848,1821.0892571428572,1815.838,1815.838,2021-02-04 09:05:00,win,3.2305957094188824,184.07099172847964,1,CISD
2021-02-08 09:00:00,short,1811.115,1811.2834142857143,1810.575,1810.575,2021-02-08 09:05:00,win,3.2063788277196164,185.64218306855193,2,CISD+zone
2021-02-09 14:45:00,short,1839.932,1840.2154071428572,1838.938,1840.2154071428572,2021-02-09 14:50:00,loss,-1.0,-117.65196131195202,4,CISD+IFVG
2021-02-10 08:10:00,short,1843.075,1843.1940071428571,1842.215,1843.1940071428571,2021-02-10 08:15:00,loss,-1.0,-116.4754416988325,4,CISD+IFVG
2021-02-10 09:30:00,short,1843.165,1843.6912571428572,1842.085,1842.085,2021-02-10 09:35:00,win,2.0522286769090567,118.32194959694654,4,CISD+IFVG
2021-02-10 12:45:00,short,1838.946,1840.6510285714287,1833.915,1840.6510285714287,2021-02-10 13:00:00,loss,-1.0,-58.24695338890682,1,CISD
2021-02-12 12:05:00,short,1817.205,1818.0527714285713,1815.315,1818.0527714285713,2021-02-12 13:00:00,loss,-1.0,-57.95571862196228,2,CISD+zone
